epoch_s,price,volume,ma_fast,ma_medium,ma_slow,delta_ma_fast,delta_ma_medium,delta_ma_slow,forecast_fast,forecast_medium,forecast_slow
1074886560,114.393,572,114.38,114.33,114.31,0.019,0.008,0.003,0.083,0.017,-0.104
1074886620,114.466,1225,114.42,114.34,114.32,0.035,0.015,0.007,0.017,-0.04,-0.168
1074886680,114.462,371,114.44,114.36,114.33,0.02,0.015,0.007,-0.026,-0.014,-0.172
1074886740,114.476,254,114.47,114.38,114.34,0.024,0.016,0.007,0.009,-0.054,-0.227
1074886800,114.483,681,114.47,114.4,114.34,0.005,0.016,0.008,-0.026,-0.089,-0.28
1074886860,114.436,517,114.46,114.41,114.35,-0.008,0.01,0.005,-0.092,-0.082,-0.306
1074886920,114.485,109,114.47,114.43,114.36,0.003,0.015,0.006,-0.05,-0.196,-0.38
1074886980,114.457,600,114.46,114.44,114.36,-0.008,0.011,0.004,-0.047,-0.148,-0.36
1074887040,114.344,561,114.43,114.44,114.36,-0.027,-0,0,0.082,-0.056,-0.237
1074887100,114.435,57,114.41,114.44,114.37,-0.015,0.004,0.003,0.013,-0.149,-0.388
1074887160,114.41,225,114.4,114.45,114.37,-0.014,0.001,0.003,0.012,-0.151,-0.39
1074887220,114.426,226,114.42,114.44,114.37,0.024,-0.003,0.003,-0.032,-0.111,-0.437
1074887280,114.448,91,114.43,114.44,114.38,0.004,-0.001,0.004,-0.094,-0.099,-0.448
1074887340,114.422,124,114.43,114.43,114.38,0.003,-0.005,0.002,-0.133,-0.084,-0.379
1074887400,114.394,387,114.42,114.43,114.38,-0.009,-0.008,0.001,-0.085,-0.018,-0.348
1074887460,114.354,118,114.39,114.42,114.38,-0.027,-0.007,-0,-0.066,-0.004,-0.29
1074887520,114.289,526,114.35,114.4,114.38,-0.039,-0.017,-0.002,-0.003,0.057,-0.094
1074887580,114.309,463,114.32,114.38,114.38,-0.025,-0.013,-0.001,-0.05,0.015,-0.249
1074887640,114.288,694,114.3,114.38,114.38,-0.019,-0.005,-0.002,0.027,0.05,-0.202
1074887700,114.286,101,114.29,114.36,114.38,-0.001,-0.013,-0.002,0.063,0.003,-0.163
1074887760,114.259,394,114.28,114.35,114.37,-0.015,-0.013,-0.001,0.079,0.03,-0.152
1074887820,114.315,510,114.29,114.34,114.37,0.008,-0.01,0.001,0.061,-0.017,-0.256
1074887880,114.349,833,114.31,114.33,114.38,0.018,-0.009,0.002,0.001,-0.059,-0.255
1074887940,114.338,391,114.33,114.32,114.38,0.023,-0.007,0.001,0.008,-0.089,-0.276
1074888000,114.376,120,114.35,114.32,114.38,0.018,-0.002,0.002,-0.052,-0.173,-0.34
1074888060,114.35,278,114.35,114.32,114.38,0,-0,0.001,-0.012,-0.22,-0.305
1074888120,114.346,1042,114.36,114.32,114.38,0.002,0.005,0.001,-0.057,-0.241,-0.301
1074888180,114.324,2137,114.34,114.32,114.38,-0.015,0.001,-0,-0.035,-0.227,-0.297
1074888240,114.338,584,114.34,114.33,114.38,-0.003,0.004,-0,-0.04,-0.231,-0.292
1074888300,114.289,479,114.32,114.33,114.38,-0.017,0,-0.003,0.001,-0.242,-0.188
1074888360,114.289,1088,114.31,114.33,114.37,-0.01,0.003,-0.003,-0.04,-0.269,-0.157
1074888420,114.298,275,114.29,114.33,114.37,-0.012,-0.001,-0.005,-0.095,-0.309,-0.121
1074888480,114.29,207,114.29,114.32,114.36,0,-0.005,-0.005,-0.16,-0.29,-0.076
1074888540,114.249,2844,114.28,114.31,114.36,-0.012,-0.008,-0.007,-0.144,-0.206,-0.028
1074888600,114.203,850,114.25,114.3,114.35,-0.028,-0.015,-0.008,-0.106,-0.157,0.003
1074888660,114.13,970,114.19,114.28,114.34,-0.047,-0.019,-0.009,-0.023,-0.066,0.125
1074888720,114.105,758,114.15,114.25,114.32,-0.042,-0.021,-0.011,-0.058,0.09,0.192
1074888780,114.097,797,114.11,114.23,114.31,-0.031,-0.02,-0.011,-0.077,-0.037,0.25
1074888840,114.107,1790,114.1,114.21,114.3,-0.007,-0.02,-0.007,-0.118,-0.021,0.263
1074888900,114.047,952,114.08,114.18,114.29,-0.017,-0.021,-0.011,-0.047,0.076,0.311
1074888960,114.02,2580,114.06,114.15,114.28,-0.023,-0.024,-0.011,0.023,0.087,0.301
1074889020,113.989,2181,114.02,114.12,114.26,-0.035,-0.027,-0.013,0.057,0.07,0.316
1074889080,114.0,794,114,114.09,114.25,-0.014,-0.025,-0.013,0.064,0.094,0.324
1074889140,114.043,1155,114.01,114.07,114.24,0.007,-0.018,-0.011,0.152,0.019,0.314
1074889200,114.046,899,114.03,114.06,114.22,0.017,-0.014,-0.01,0.014,-0.01,0.311
1074889260,114.064,284,114.05,114.05,114.21,0.019,-0.006,-0.008,0.022,-0.019,0.27
1074889320,114.195,579,114.1,114.06,114.21,0.044,0.008,-0.003,-0.072,-0.15,0.151
1074889380,114.06,388,114.11,114.06,114.2,0.004,-0.003,-0.007,0.047,-0.033,0.343
1074889440,114.086,584,114.11,114.05,114.2,0.006,-0.002,-0.006,-0.027,-0.04,0.351
1074889500,114.123,783,114.09,114.06,114.19,-0.021,0.007,-0.005,-0.029,-0.022,0.287
1074889560,114.107,1379,114.11,114.07,114.19,0.014,0.008,-0.004,-0.045,0.025,0.286
1074889620,114.059,168,114.1,114.08,114.18,-0.008,0.006,-0.007,-0.023,0.118,0.343
1074889680,114.094,418,114.09,114.09,114.17,-0.008,0.008,-0.007,-0.049,0.12,0.324
1074889740,114.062,477,114.07,114.09,114.16,-0.013,0.002,-0.008,-0.017,0.159,0.315
1074889800,114.036,1147,114.06,114.09,114.15,-0.007,-0.001,-0.01,-0.009,0.17,0.311
1074889860,114.045,438,114.05,114.09,114.14,-0.014,-0.002,-0.009,0.001,0.21,0.306
1074889920,114.045,461,114.04,114.07,114.13,-0.005,-0.013,-0.009,0.056,0.252,0.368
1074889980,114.027,982,114.04,114.07,114.12,-0.003,-0.003,-0.009,0.105,0.32,0.415
1074890040,114.046,1063,114.04,114.06,114.11,0,-0.004,-0.009,0.131,0.324,0.414
1074890100,114.101,1273,114.06,114.06,114.1,0.016,-0.002,-0.005,0.113,0.257,0.348
1074890160,114.132,803,114.09,114.06,114.1,0.031,0.002,-0.005,0.089,0.189,0.284
1074890220,114.177,974,114.14,114.08,114.09,0.038,0.01,-0.004,0.029,0.128,0.219
1074890280,114.214,2186,114.17,114.09,114.09,0.033,0.011,-0.002,0.041,0.11,0.183
1074890340,114.221,3065,114.2,114.1,114.09,0.026,0.014,-0.001,0.076,0.136,0.17
1074890400,114.206,996,114.21,114.12,114.09,0.008,0.015,0,0.141,0.151,0.166
1074890460,114.255,882,114.23,114.14,114.09,0.012,0.018,0.004,0.115,0.079,0.162
1074890520,114.297,3343,114.25,114.17,114.1,0.022,0.022,0.006,0.061,0.049,0.192
1074890580,114.347,2153,114.3,114.2,114.11,0.041,0.028,0.007,-0.026,0.056,0.155
1074890640,114.37,1460,114.34,114.23,114.12,0.034,0.028,0.008,-0.065,0.067,0.116
1075129200,114.676,583,114.67,114.67,114.61,0.014,-0.005,0.007,-0.141,-0.09,-0.204
1075129260,114.617,565,114.66,114.66,114.61,-0.011,-0.01,0.006,-0.059,-0.015,-0.114
1075129320,114.534,470,114.61,114.64,114.62,-0.041,-0.015,0.002,-0.029,0.053,0.001
1075129380,114.535,1160,114.56,114.63,114.62,-0.041,-0.013,0.002,-0.018,0.067,-0.004
1075129440,114.558,968,114.54,114.62,114.62,-0.017,-0.01,0.003,-0.052,0.03,-0.038
1075129500,114.505,1326,114.53,114.6,114.62,-0.008,-0.012,0,-0.003,0.155,0.021
1075129560,114.517,1557,114.53,114.59,114.62,-0.005,-0.011,-0,0.024,0.192,0.089
1075129620,114.506,1526,114.51,114.58,114.62,-0.015,-0.011,-0,0.08,0.199,0.114
1075129680,114.502,712,114.51,114.56,114.62,-0.001,-0.013,-0.002,0.1,0.154,0.079
1075129740,114.541,503,114.52,114.55,114.62,0.007,-0.012,-0.001,0.046,0.112,0.055
1075129800,114.586,224,114.54,114.54,114.62,0.023,-0.008,0,0.016,0.023,0.011
1075129860,114.602,370,114.58,114.54,114.62,0.029,-0.001,-0,-0.014,0.027,-0.032
1075129920,114.587,152,114.59,114.54,114.62,0.013,0.005,0,0.073,0.062,-0.068
1075129980,114.602,293,114.6,114.55,114.62,0.005,0.006,0,0.107,0.06,-0.099
1075130040,114.588,114,114.59,114.55,114.62,-0.004,0.003,0,0.117,0.109,-0.122
1075130100,114.66,461,114.62,114.57,114.62,0.021,0.014,0.001,-0.004,0.015,-0.163
1075130160,114.709,397,114.65,114.59,114.62,0.031,0.017,0.001,-0.056,-0.114,-0.157
1075130220,114.705,657,114.69,114.61,114.62,0.034,0.017,0.001,-0.096,-0.151,-0.115
1075130280,114.656,109,114.69,114.62,114.62,-0.001,0.013,-0.002,-0.027,-0.088,-0.075
1075130340,114.653,622,114.67,114.63,114.62,-0.016,0.01,-0.001,-0.004,-0.146,-0.083
1075130400,114.609,355,114.64,114.64,114.62,-0.028,0.002,-0.004,0.053,-0.137,0.124
1075130460,114.629,226,114.63,114.64,114.61,-0.008,0.002,-0.003,0.068,-0.126,0.146
1075130520,114.649,79,114.63,114.65,114.61,-0.001,0.005,-0.002,0.026,-0.114,0.102
1075130580,114.662,509,114.65,114.65,114.61,0.015,0.005,-0,-0.067,-0.131,0.052
1075130640,114.697,125,114.67,114.66,114.61,0.02,0.01,0.001,-0.143,-0.177,0.029
1075130700,114.675,257,114.68,114.66,114.61,0.008,0.001,0.001,-0.107,-0.149,0.044
1075130760,114.595,225,114.66,114.65,114.61,-0.019,-0.01,-0.002,-0.088,0.011,0.108
1075130820,114.554,274,114.61,114.64,114.61,-0.042,-0.013,-0.002,-0.082,0.066,0.196
1075130880,114.568,407,114.57,114.63,114.61,-0.031,-0.008,-0.003,-0.065,0.013,0.133
1075130940,114.507,598,114.54,114.61,114.6,-0.026,-0.013,-0.005,0.028,0.089,0.22
1075131000,114.472,1191,114.52,114.6,114.59,-0.024,-0.012,-0.006,0.059,0.125,0.252
1075131060,114.503,650,114.49,114.59,114.59,-0.019,-0.011,-0.003,0.017,0.067,0.231
1075131120,114.535,152,114.5,114.58,114.59,0.008,-0.01,0,-0.009,-0.016,0.214
1075131180,114.531,383,114.52,114.56,114.59,0.017,-0.011,-0,0.075,-0.028,0.224
1075131240,114.52,399,114.53,114.55,114.59,0.005,-0.015,-0.001,0.1,-0.054,0.22
1075131300,114.526,186,114.53,114.53,114.59,-0.003,-0.013,0.001,0.055,-0.029,0.168
1075131360,114.606,613,114.55,114.53,114.59,0.022,0.001,0.003,-0.01,-0.054,0.045
1075131420,114.62,289,114.58,114.54,114.59,0.029,0.006,0.003,-0.023,-0.03,0.019
1075131480,114.581,205,114.6,114.54,114.6,0.016,0.001,0.002,-0.011,0,0.069
1075131540,114.596,140,114.6,114.55,114.6,-0.003,0.008,0.002,-0.077,-0.026,0.017
1075131600,114.597,269,114.59,114.56,114.6,-0.007,0.011,0,-0.094,0.136,0.012
1075131660,114.57,12465,114.59,114.57,114.6,-0.003,0.006,-0.001,-0.104,0.205,0.022
1075131720,114.519,125,114.56,114.57,114.6,-0.022,-0.001,-0.002,-0.022,0.232,0.087
1075131780,114.503,788,114.53,114.56,114.59,-0.027,-0.002,-0.003,0.049,0.211,0.117
1075131840,114.466,647,114.5,114.56,114.59,-0.03,-0.005,-0.004,0.124,0.26,0.178
1075131900,114.497,290,114.49,114.56,114.58,-0.006,-0.003,-0.005,0.084,0.222,0.067
1075131960,114.552,164,114.51,114.55,114.58,0.014,-0.005,-0.005,0.018,0.151,0.031
1075132020,114.59,179,114.55,114.55,114.57,0.036,-0.003,-0.003,0.143,0.16,0.045
1075132080,114.581,108,114.57,114.55,114.57,0.024,0,-0.002,0.194,0.12,-0.018
1075132140,114.57,319,114.58,114.54,114.57,0.005,-0.002,-0.002,0.181,0.157,0.002
1075132200,114.733,1672,114.63,114.56,114.57,0.042,0.012,0.004,-0.019,-0.009,-0.176
1075132260,114.775,689,114.69,114.58,114.58,0.056,0.018,0.004,-0.049,-0.041,-0.197
1075132320,114.751,810,114.75,114.6,114.58,0.053,0.02,0.003,-0.032,-0.002,-0.168
1075132380,114.714,261,114.75,114.62,114.58,-0.006,0.018,0.002,-0.011,0.041,-0.188
1075132440,114.726,119,114.73,114.65,114.58,-0.014,0.023,0.001,0.024,0.014,-0.2
1075132500,114.719,220,114.72,114.67,114.59,-0.009,0.019,0.001,-0.018,-0.025,-0.258
1075132560,114.703,217,114.72,114.69,114.59,-0.003,0.013,0.003,0.024,-0.052,-0.255
1075132620,114.75,347,114.72,114.7,114.6,0.007,0.014,0.006,-0.026,-0.111,-0.309
1075132680,114.701,170,114.72,114.71,114.6,-0.005,0.01,0.004,0.033,-0.051,-0.25
1075132740,114.727,1166,114.73,114.73,114.61,0.007,0.014,0.006,0.022,-0.114,-0.228
1075132800,114.724,438,114.72,114.73,114.62,-0.008,-0.001,0.007,0.031,-0.115,-0.193
1075132860,114.734,256,114.73,114.72,114.62,0.01,-0.004,0.007,0.006,-0.142,-0.221
1075132920,114.749,549,114.74,114.72,114.63,0.006,-0,0.006,-0.055,-0.143,-0.221
1075132980,114.755,566,114.75,114.73,114.64,0.009,0.004,0.007,-0.104,-0.135,-0.219
1075133040,114.74,333,114.75,114.73,114.65,0.002,0.001,0.006,-0.101,-0.096,-0.204
1075133100,114.694,438,114.73,114.73,114.65,-0.016,-0.002,0.005,-0.044,-0.13,-0.182
1075133160,114.651,583,114.69,114.72,114.65,-0.03,-0.005,0.001,-0.038,-0.068,-0.17
1075133220,114.639,136,114.66,114.71,114.65,-0.029,-0.01,0.001,-0.03,-0.004,-0.158
1075133280,114.65,541,114.65,114.71,114.66,-0.013,-0.004,0.002,-0.058,-0.087,-0.154
1075133340,114.613,311,114.63,114.69,114.66,-0.011,-0.01,0,-0.007,-0.041,-0.101
1075133400,114.609,168,114.62,114.68,114.66,-0.009,-0.01,0,0.011,-0.052,-0.14
1075133460,114.592,178,114.6,114.67,114.66,-0.017,-0.012,0.001,0.052,-0.014,-0.104
1075133520,114.606,391,114.6,114.65,114.66,-0.002,-0.012,0.003,-0.042,-0.023,-0.097
1075133580,114.62,224,114.61,114.64,114.66,0.003,-0.012,0.003,-0.037,-0.094,-0.104
1075133640,114.644,284,114.62,114.63,114.67,0.015,-0.008,0.005,-0.009,-0.118,-0.11
1075133700,114.564,463,114.61,114.62,114.67,-0.012,-0.011,0.002,-0.001,-0.103,0.018
1075133760,114.583,231,114.6,114.61,114.67,-0.011,-0.006,0.001,-0.011,-0.135,0.009
1075133820,114.635,139,114.59,114.61,114.68,-0.003,-0,0.001,-0.078,-0.194,-0.035
1075133880,114.563,165,114.59,114.6,114.67,-0,-0.008,-0.001,0.015,-0.112,0.026
1075133940,114.572,42,114.59,114.6,114.67,-0.003,-0.004,0,0.011,-0.073,0.013
1075134000,114.557,118,114.56,114.59,114.67,-0.023,-0.005,-0.005,-0.031,-0.026,0.026
1075134060,114.578,88,114.57,114.59,114.66,0.004,-0.001,-0.006,-0.052,-0.065,0.01
1075134120,114.583,637,114.57,114.59,114.66,0.003,-0.002,-0.005,-0.122,-0.055,-0.039
1075134180,114.526,1264,114.56,114.58,114.65,-0.009,-0.008,-0.005,-0.078,0.01,0.041
1075134240,114.526,7699,114.55,114.57,114.64,-0.015,-0.01,-0.006,-0.085,0.01,0.05
1075134300,114.461,5259,114.5,114.56,114.63,-0.036,-0.009,-0.008,-0.01,0.051,0.13
1075134360,114.448,3393,114.48,114.54,114.63,-0.023,-0.012,-0.007,0.051,0.033,0.154
1075134420,114.441,572,114.45,114.53,114.62,-0.025,-0.017,-0.009,0.09,0.04,0.162
1075134480,114.451,2680,114.45,114.51,114.61,-0.003,-0.01,-0.007,0.062,0.045,0.151
1075134540,114.499,660,114.46,114.51,114.6,0.015,-0.006,-0.007,0.029,0.013,0.104
1075134600,114.531,457,114.49,114.5,114.59,0.026,-0.002,-0.006,0.005,-0.062,0.084
1075134660,114.513,1118,114.51,114.5,114.59,0.018,-0.006,-0.006,0.023,-0.025,0.092
1075134720,114.528,154,114.52,114.49,114.58,0.008,-0.005,-0.006,-0.016,-0.019,0.048
1075134780,114.536,689,114.53,114.49,114.57,0.001,0.001,-0.006,-0.055,-0.02,0.053
1075134840,114.536,849,114.53,114.49,114.56,0.007,0.001,-0.006,-0.055,-0.002,0.065
1075134900,114.512,179,114.53,114.5,114.56,-0.005,0.004,-0.005,-0.016,0.07,0.078
1075134960,114.481,204,114.51,114.5,114.55,-0.016,0.003,-0.005,0.031,0.111,0.172
1075135020,114.481,174,114.49,114.51,114.55,-0.016,0.003,-0.005,-0.012,0.119,0.23
1075135080,114.496,133,114.49,114.51,114.54,-0.005,0.004,-0.004,-0.008,0.093,0.206
1075135140,114.512,198,114.5,114.51,114.54,0.009,0.001,-0.003,-0.003,0.073,0.197
1075135200,114.469,187,114.49,114.51,114.53,-0.003,-0.005,-0.004,0.047,0.114,0.238
1075135260,114.488,2199,114.49,114.5,114.53,-0.002,-0.002,-0.003,0.046,0.1,0.209
1075135320,114.509,457,114.49,114.5,114.53,-0.001,-0.002,-0.003,0.073,0.035,0.193
1075135380,114.516,87,114.5,114.5,114.52,0.014,-0.002,-0.003,0.076,0.051,0.184
1075135440,114.534,195,114.52,114.5,114.52,0.013,-0,-0.003,0.066,0.042,0.156
1075135500,114.582,172,114.54,114.51,114.52,0.021,0.006,0.001,0.007,0.009,0.12
1075135560,114.592,302,114.57,114.52,114.52,0.022,0.01,0,-0.007,0.01,0.099
1075135620,114.6,541,114.59,114.53,114.52,0.019,0.01,-0.001,-0.017,0.003,0.093
1075135680,114.589,282,114.59,114.54,114.52,0.002,0.008,0.001,-0.001,0.013,0.106
1075135740,114.585,83,114.59,114.55,114.52,-0.002,0.006,0,-0.041,0.018,0.084
1075135800,114.583,51,114.59,114.56,114.52,-0.005,0.01,0.001,-0.016,0.032,0.071
1075135860,114.588,2353,114.59,114.57,114.52,-0,0.009,0,-0.012,0.017,0.074
1075135920,114.544,87,114.57,114.57,114.52,-0.012,0.003,-0.001,0.047,0.032,0.123
1075135980,114.567,99,114.57,114.58,114.52,-0.005,0.004,0.001,0.035,0.022,0.105
1075136040,114.576,240,114.56,114.58,114.52,-0.003,0.004,0.001,0.027,0.025,0.111
1075136100,114.591,58,114.58,114.58,114.53,0.014,0.001,0.004,0.011,-0.001,0.084
1075136160,114.602,20,114.59,114.58,114.53,0.01,0.001,0.004,0.001,0.051,0.042
1075136220,114.603,124,114.6,114.58,114.54,0.008,0,0.005,0.012,0.108,0.077
1075136280,114.602,293,114.6,114.58,114.54,0.003,0.001,0.004,0.003,0.1,0.084
1075136340,114.603,470,114.6,114.59,114.55,0,0.002,0.003,-0.027,0.106,0.095
1075136400,114.615,501,114.61,114.59,114.55,0.003,0.003,0.002,-0.026,0.092,0.084
1075136460,114.605,75,114.61,114.59,114.55,0.001,0.001,0.003,-0.004,0.092,0.082
1075136520,114.576,89,114.6,114.59,114.56,-0.008,0.003,0.001,0.014,0.126,0.064
1075136580,114.589,351,114.59,114.6,114.56,-0.008,0.002,0.002,0.064,0.111,0.061
1075136640,114.601,63,114.59,114.6,114.56,-0.001,0.002,0.002,0.11,0.089,-0.019
1075136700,114.59,299,114.59,114.6,114.56,0.004,-0,0.002,0.112,0.112,0.005
1075136760,114.653,863,114.61,114.6,114.57,0.019,0.004,0.005,0.056,0.038,-0.07
1075136820,114.711,309,114.65,114.61,114.58,0.032,0.009,0.007,-0.004,-0.018,-0.098
1075136880,114.702,216,114.69,114.62,114.58,0.033,0.009,0.006,-0.005,-0.007,-0.131
1075136940,114.709,134,114.71,114.64,114.59,0.016,0.009,0.006,-0.007,-0.04,-0.163
1075137000,114.707,113,114.71,114.64,114.6,-0.001,0.008,0.007,-0.007,-0.053,-0.182
1075137060,114.697,96,114.7,114.65,114.6,-0.001,0.008,0.006,-0.007,-0.035,-0.185
1075137120,114.702,291,114.7,114.67,114.61,-0.002,0.011,0.006,0,-0.035,-0.201
1075137180,114.7,300,114.7,114.68,114.62,-0.002,0.01,0.005,-0.009,-0.028,-0.194
1075137240,114.69,316,114.7,114.69,114.62,-0.002,0.008,0.005,0.003,-0.003,-0.165
1075137300,114.702,26,114.7,114.7,114.63,0,0.01,0.003,-0.007,-0.027,-0.144
1075137360,114.691,102,114.69,114.7,114.63,-0.003,0.003,0.003,-0.022,-0.047,-0.129
1075137420,114.693,185,114.7,114.7,114.63,0.001,-0.002,0.003,-0.039,-0.013,-0.141
1075137480,114.695,381,114.69,114.7,114.64,-0.002,-0.001,0.003,-0.033,-0.009,-0.125
1075137540,114.669,157,114.69,114.69,114.64,-0.006,-0.003,0.002,-0.002,0.029,-0.105
1075137600,114.654,149,114.67,114.69,114.64,-0.011,-0.005,0.002,0.018,0.045,-0.058
1075137660,114.662,125,114.66,114.69,114.64,-0.01,-0.003,0.002,0.025,0.025,-0.014
1075137720,114.667,42,114.66,114.68,114.65,-0.001,-0.003,0.004,0.008,-0.027,0.007
1075137780,114.672,68,114.67,114.68,114.65,0.005,-0.002,0.003,-0.028,-0.022,0.031
1075137840,114.687,91,114.68,114.68,114.65,0.007,-0,0.003,-0.007,-0.105,0.011
1075137900,114.675,122,114.68,114.68,114.66,0.002,-0.002,0.002,0.011,-0.08,-0.003
1075137960,114.644,80,114.67,114.67,114.66,-0.008,-0.004,0.001,0.054,-0.061,0.017
1075138020,114.68,81,114.67,114.67,114.66,-0.002,-0.001,0.002,0.019,-0.067,-0.013
1075138080,114.686,40,114.67,114.67,114.66,0.003,-0.001,0.002,0.001,-0.115,-0.015
1075138140,114.698,106,114.69,114.67,114.67,0.016,0.003,0.003,-0.058,-0.152,-0.024
1075138200,114.699,192,114.69,114.68,114.67,0.006,0.004,0.002,-0.049,-0.174,-0.006
1075138260,114.687,215,114.69,114.68,114.67,0,0.002,0.002,-0.105,-0.175,-0.008
1075138320,114.64,90,114.68,114.68,114.68,-0.017,-0.002,0.002,-0.045,-0.139,0.052
1075138380,114.65,304,114.66,114.67,114.68,-0.014,-0.002,0.002,-0.067,-0.144,0.025
1075138440,114.582,684,114.62,114.66,114.68,-0.031,-0.009,-0.001,0.031,-0.057,0.05
1075138500,114.595,183,114.61,114.66,114.68,-0.013,-0.007,0,-0.024,-0.037,0.065
1075138560,114.583,109,114.59,114.65,114.67,-0.019,-0.005,-0.002,-0.037,-0.021,0.073
1075138620,114.613,38,114.6,114.64,114.67,0.009,-0.006,-0.003,-0.088,-0.061,0.032
1075138680,114.571,114,114.59,114.63,114.67,-0.007,-0.01,-0.004,-0.059,-0.001,0.063
1075138740,114.546,190,114.58,114.62,114.66,-0.011,-0.013,-0.005,-0.045,0.018,0.11
1075138800,114.525,81,114.55,114.6,114.66,-0.026,-0.015,-0.005,-0.019,0.071,0.12
1075138860,114.512,93,114.53,114.58,114.65,-0.017,-0.015,-0.005,0.013,0.136,0.136
1075138920,114.501,178,114.51,114.57,114.64,-0.013,-0.012,-0.006,0.057,0.173,0.134
1075138980,114.506,89,114.51,114.55,114.64,-0.006,-0.013,-0.006,0.056,0.197,0.146
1075139040,114.525,31,114.51,114.55,114.63,0.004,-0.005,-0.005,0.027,0.173,0.148
1075139100,114.558,194,114.53,114.54,114.63,0.017,-0.003,-0.004,0.012,0.114,0.118
1075139160,114.562,33,114.55,114.54,114.62,0.016,-0.002,-0.004,0.002,0.099,0.082
1075139220,114.552,24,114.56,114.54,114.62,0.008,-0.005,-0.004,0.044,0.115,0.114
1075139280,114.57,85,114.56,114.54,114.61,0.003,-0,-0.004,0.078,0.101,0.126
1075139340,114.564,19,114.56,114.54,114.61,0.001,0.002,-0.003,0.11,0.11,0.118
1075139400,114.596,178,114.58,114.54,114.61,0.013,0.006,-0.002,0.107,0.097,0.055
1075139460,114.648,75,114.6,114.56,114.61,0.023,0.012,-0,0.05,0.031,-0.011
1075139520,114.674,270,114.64,114.58,114.61,0.032,0.015,0,-0.002,0.018,-0.05
1075139580,114.703,253,114.68,114.6,114.61,0.031,0.017,0.001,-0.042,-0.028,-0.01
1075139640,114.698,179,114.69,114.61,114.61,0.015,0.015,0,-0.031,-0.066,0.03
1075139700,114.672,97,114.69,114.62,114.61,-0.001,0.01,-0,-0.001,-0.012,0.056
1075139760,114.661,89,114.68,114.63,114.61,-0.012,0.009,0,0.013,-0.005,0.063
1075139820,114.667,60,114.67,114.65,114.61,-0.009,0.01,-0,0.026,-0.022,0.075
1075139880,114.671,557,114.67,114.66,114.61,-0,0.009,-0,0.008,-0.037,0.08
1075139940,114.674,282,114.67,114.67,114.61,0.004,0.01,-0.001,0.018,-0.018,0.075
1075140000,114.693,60,114.68,114.68,114.61,0.008,0.008,-0,-0.018,-0.048,0.102
1075140060,114.679,67,114.68,114.68,114.61,0.002,0.003,-0,-0.047,-0.031,0.121
1075140120,114.692,41,114.69,114.68,114.61,0.005,0.002,0.002,-0.032,-0.057,0.056
1075140180,114.675,160,114.68,114.68,114.61,-0.005,-0.002,0.001,-0.019,-0.023,0.109
1075140240,114.632,97,114.67,114.67,114.61,-0.014,-0.006,0.001,0.013,0.041,0.102
1075140300,114.66,251,114.66,114.67,114.61,-0.009,-0.001,0.002,-0.026,0.016,0.063
1075140360,114.656,155,114.65,114.67,114.62,-0.006,-0,0.002,0,-0.012,0.11
1075140420,114.645,47,114.65,114.67,114.62,0.004,-0.002,0.001,0,0.021,0.117
1075140480,114.634,133,114.64,114.66,114.62,-0.008,-0.003,0.002,0.014,0.062,0.142
1075140540,114.656,96,114.64,114.66,114.62,0,-0.002,0.003,-0.021,0.026,0.126
1075140600,114.645,35,114.64,114.66,114.63,0,-0.004,0.003,0.007,0.006,0.186
1075140660,114.648,53,114.65,114.65,114.63,0.004,-0.003,0.004,0.025,-0.011,0.204
1075140720,114.635,55,114.64,114.65,114.64,-0.006,-0.005,0.004,0.041,-0.011,0.203
1075140780,114.652,100,114.65,114.65,114.64,0.002,-0.002,0.004,-0.008,0.041,0.12
1075140840,114.673,98,114.65,114.65,114.64,0.007,0.004,0.004,-0.007,0.055,0.07
1075140900,114.676,138,114.67,114.65,114.65,0.012,0.001,0.003,0.02,0.052,0.071
1075140960,114.644,227,114.66,114.65,114.65,-0.002,-0.001,0.002,0.038,0.08,0.132
1075141020,114.666,144,114.66,114.65,114.66,-0.002,0.002,0.003,-0.015,0.076,0.11
1075141080,114.696,617,114.67,114.66,114.66,0.006,0.005,0.004,-0.059,0.055,0.059
1075141140,114.682,458,114.68,114.66,114.66,0.011,0.002,0.003,-0.058,0.067,0.111
1075141200,114.651,140,114.68,114.66,114.67,-0.004,0.001,0.002,0.042,0.144,0.127
1075141260,114.637,37,114.66,114.66,114.66,-0.017,-0.001,-0,0.091,0.163,0.114
1075141320,114.624,519,114.64,114.66,114.66,-0.017,-0.001,-0.001,0.104,0.124,0.153
1075141380,114.693,1015,114.65,114.66,114.66,0.012,0.004,-0,0.031,0.091,0.092
1075141440,114.728,387,114.68,114.67,114.66,0.026,0.005,0.001,0.014,0.006,0.033
1075141500,114.728,1631,114.72,114.67,114.67,0.03,0.005,0.002,0.023,-0.005,0.031
